,TCGA-A1-A0SM,TCGA-A2-A04R,TCGA-A2-A0CT,TCGA-A2-A0CW,TCGA-A2-A0D4,TCGA-A2-A0ER,TCGA-A2-A0EY,TCGA-A2-A0SV,TCGA-A2-A0SW,TCGA-A2-A0T3,TCGA-A2-A0T4,TCGA-A2-A0YG,TCGA-A2-A0YH,TCGA-A7-A0CJ,TCGA-A7-A13F,TCGA-A8-A06N,TCGA-A8-A06O,TCGA-A8-A06Q,TCGA-A8-A06R,TCGA-A8-A06X,TCGA-A8-A06Z,TCGA-A8-A079,TCGA-A8-A07L,TCGA-A8-A07S,TCGA-A8-A07W,TCGA-A8-A07Z,TCGA-A8-A082,TCGA-A8-A084,TCGA-A8-A085,TCGA-A8-A08F,TCGA-A8-A08G,TCGA-A8-A08I,TCGA-A8-A08P,TCGA-A8-A095,TCGA-A8-A096,TCGA-A8-A097,TCGA-A8-A09C,TCGA-A8-A09D,TCGA-A8-A09I,TCGA-A8-A09M,TCGA-A8-A09N,TCGA-A8-A09Q,TCGA-A8-A09R,TCGA-A8-A09W,TCGA-A8-A09Z,TCGA-A8-A0A9,TCGA-A8-A0AB,TCGA-AN-A03Y,TCGA-AN-A041,TCGA-AN-A049,TCGA-AN-A0AJ,TCGA-AN-A0AK,TCGA-AN-A0AM,TCGA-AN-A0AS,TCGA-AN-A0FF,TCGA-AN-A0FK,TCGA-AN-A0FY,TCGA-AN-A0XR,TCGA-AN-A0XW,TCGA-AO-A03O,TCGA-AO-A03P,TCGA-AO-A0J3,TCGA-AO-A0J7,TCGA-AO-A0JC,TCGA-AO-A0JD,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12B,TCGA-AQ-A04H,TCGA-AR-A0TQ,TCGA-AR-A0TT,TCGA-AR-A0TV,TCGA-AR-A0TY,TCGA-AR-A0TZ,TCGA-AR-A0U2,TCGA-AR-A0U3,TCGA-AR-A1AV,TCGA-B6-A0IB,TCGA-B6-A0IC,TCGA-B6-A0IM,TCGA-B6-A0RL,TCGA-B6-A0WV,TCGA-B6-A0WW,TCGA-B6-A0X5,TCGA-BH-A0AU,TCGA-BH-A0AY,TCGA-BH-A0B5,TCGA-BH-A0BD,TCGA-BH-A0BF,TCGA-BH-A0BZ,TCGA-BH-A0C0,TCGA-BH-A0C3,TCGA-BH-A0C7,TCGA-BH-A0DD,TCGA-BH-A0H0,TCGA-BH-A0HU,TCGA-BH-A0HW,TCGA-BH-A0W3,TCGA-BH-A18F,TCGA-BH-A18J,TCGA-BH-A18L,TCGA-BH-A18U,TCGA-BH-A1EW,TCGA-C8-A12M,TCGA-C8-A12U,TCGA-C8-A12W,TCGA-C8-A12X,TCGA-C8-A1HG,TCGA-C8-A1HL,TCGA-C8-A1HM,TCGA-C8-A1HN,TCGA-D8-A13Y,TCGA-D8-A140,TCGA-E2-A107,TCGA-E2-A109,TCGA-E2-A10A,TCGA-E2-A10C,TCGA-E2-A14O,TCGA-E2-A14S,TCGA-E2-A14W,TCGA-E2-A155,TCGA-E2-A15A,TCGA-E2-A15K,TCGA-E2-A15L,TCGA-E2-A15M,TCGA-E2-A15S,TCGA-E2-A15T
CCNG1,-0.9973333333,-1.7895,-1.07266666666667,-1.19733333333333,-1.6683333333333301,-0.696166666666667,-2.05616666666667,-2.366167,-1.6365,-1.197167,-1.0165,-2.3280000000000003,-1.7958330000000002,-2.473667,-1.807,-1.935,-2.03866666666667,-0.569,-2.195,-2.369,-1.383,-2.47233333333333,-2.149,-1.451833,-2.26333333333333,-0.8701666667,-1.5676666666999999,-2.62366666666667,-1.24483333333333,-1.8703330000000002,-1.405667,-1.4725,-2.2908333333,0.1045,-1.04716666666667,-2.132833,-1.20816666666667,-1.445,-2.09216666666667,-2.5373333333000003,-1.1520000000000001,-1.14466666666667,-1.76266666666667,-1.405333,-0.58,-1.7828333333333302,-1.344667,-0.0023333333,-1.528,-0.922,-1.2451666670000001,-0.979666666666667,-2.216167,-2.603,-1.008,-0.7425,-2.5313333333,-2.194,-1.547,-1.3295,-0.732166666666667,-1.3986666666999998,-1.15566666666667,-1.207833,-0.8775,-0.605166666666667,-1.788,-0.7345,-1.7690000000000001,-1.556667,-1.3645,-2.7913330000000003,-1.921,-0.4785,-1.8405,-0.9218333000000001,-1.00633333333333,-1.8735,-0.94,-1.7705,-1.26683333333333,-1.3085,-1.67,-0.6458333,-1.9945,-1.27066666666667,-0.9646667,-1.1520000000000001,-2.35633333333333,-1.8619999999999999,-2.5215,-0.941166666666667,-1.92616666666667,-0.5206667,-1.4656666666666698,-1.00116666666667,-1.6119999999999999,-1.528167,-0.9940000000000001,-1.26483333333333,-0.474,-1.48,-1.101,-1.1315,-1.376333,-2.19533333333333,-1.21866666666667,-1.5211666667,-1.92283333333333,-2.1736666667,-1.9496666666666698,-0.744833333333333,-0.705,-1.6680000000000001,-2.1671666667,-1.17833333333333,-3.168,-2.30416666666667,-1.6015,-2.495,-2.7611666667000003,-1.3325,-1.5128333333333301,-1.4491666666666698,-0.8773333333,-0.995,-0.894833333333333
BCL2L1,0.0567,0.21100000000000002,0.5767,0.0431,-0.102,-0.0483,-0.0932,0.303,0.126,-0.2079,-0.2759,0.4847,0.4133,0.1503,0.9892,1.0026,0.5005,-0.1913,0.0154,0.6484,-0.1148,-0.2525,0.5057,-0.1954,0.0865,0.8975,-0.0372,0.2652,-0.3638,-0.1983,-0.2546,0.1867,0.4305,-0.3001,0.1353,-0.3507,0.0397,-0.0864,0.6256,-0.4656,0.6547,0.7853,0.3737,0.1551,0.6207,0.162,-0.3039,-0.2083,-0.1382,-0.0145,0.4038,0.2646,-0.9552,0.1098,-0.0821,-0.2218,-0.2509,-0.0103,-0.0759,0.2666,-0.4359,0.6502,0.2074,-0.3172,0.2722,0.7153,0.2701,-0.0617,1.0423,0.2175,0.0112,0.3728,0.2306,0.9239,0.325,0.4449,0.1575,0.0392,0.0789,0.009100000000000009,0.4571,0.5442,0.4385,-0.2217,0.986,0.052000000000000005,0.0957,-0.3704,0.2715,0.743,0.4026,-0.2902,-0.1824,-0.691,0.3894,-0.3295,0.0744,0.3132,-0.2592,0.0534,0.2974,0.4988,0.2207,0.6913,0.0295,0.6315,0.5829,-0.1054,0.2035,-0.1209,-0.1519,-0.53,0.1241,0.2207,0.1955,0.2783,0.3417,0.8639,0.1999,0.35200000000000004,0.4007,0.8322,-0.1126,0.0844,-0.2075,-0.0941,0.3064
MAPK3,-0.0008333333,0.055,1.124,0.28866666666666696,0.2565,0.7075,-0.562833333333333,-0.01433333,-0.09616667,-0.007833333,-0.2255,-0.2251667,0.6318333,-0.4446667,1.44483333333333,0.7738333000000001,-0.037000000000000005,0.19233329999999998,-0.0468333333333333,1.325,0.28600000000000003,0.0913333333333333,0.5965,-0.2858333,0.20233333333333303,0.9251666667,0.747,-0.0325,0.0823333333333333,0.27399999999999997,1.3345,-0.7775,0.2908333333,-0.0968333333333333,-0.24533333333333301,-0.4915,-0.599,-0.228666666666667,-0.0618333333333333,-0.847,0.137833333333333,-0.29716666666666697,-0.47466666666666707,0.37799999999999995,1.053167,-0.27183333333333304,-0.2906667,-0.6911666667,1.1145,0.114166666666667,-0.5365,0.5301666666666671,-0.14,0.9843333333,0.252166666666667,-0.5371666666666671,0.1875,0.2901667,-0.3926666667,-0.01516667,0.33399999999999996,0.389,0.0395,-0.4938333,-0.46116670000000004,-1.03016666666667,-0.28116666666666695,-0.6406666667,1.5753333333000001,0.6258333,-0.02033333,0.9129999999999999,0.09,1.0913333333,1.4345,0.348,-0.4856666666666671,-0.3443333,-0.23883333333333304,0.224666666666667,0.819333333333333,0.0986666666666667,0.04266667,-0.06366667,-0.3543333,-0.21783333333333302,-0.1278333,-0.5485,0.636333333333333,1.46483333333333,0.24116669999999998,0.4806666666666671,0.698166666666667,-1.586667,-0.0905,-0.673166666666667,-0.5255,0.22,-0.09966667,-0.484,0.601666666666667,0.0198333333333333,-0.4593333333,0.3773333333333329,0.5253333,0.828333333333333,1.1485,-0.2198333333,0.3745,-0.2585,0.368,-0.1865,-0.1698333,0.6509999999999999,1.395,0.3636666666666671,0.1658333333,0.4286666666666671,-0.1183333,-0.239333333333333,0.6681666667,0.29316666666666696,0.6195,-0.287333333333333,-0.0373333333,0.47766670000000006,0.959833333333333
PRKAR1B,-0.6113,-1.3252,-1.2039,0.0157,-0.157,-0.8399,-1.8716,-0.4358,-0.2404,-1.1906,-0.6582,0.1169,-0.9837,-0.8640000000000001,0.7203,0.1404,-1.2638,-0.8876,-0.523,0.5688,-0.7271,-0.7133,-0.2715,-1.5186,-0.8641,-0.8384,-1.5406,-0.7653,-0.1547,-1.3935,-0.9237,-1.3558,-1.2578,-0.7349,-1.2856,-1.1213,-0.4018,-0.1704,-0.7839,-1.3183,-0.3023,-0.2906,-1.6041,-0.4351,-0.8863,-0.647,-0.5656,-1.1882,-1.2224,-0.9019,-0.1109,0.2684,-0.3873,0.6173,-1.4827,-1.5009,-0.8548,-0.479,-1.425,-0.4617,-1.0218,-1.3737,-1.0783,-1.1636,0.2084,-1.5948,-1.3688,-1.2209,-0.2727,0.098,-0.9193,-1.6398,-0.3286,-0.9545,-0.6521,-0.4952,-1.2643,-1.6705,-0.9469,-0.1064,-0.5454,-0.8714,-1.6525,-1.4892,-1.2175,-0.4733,-1.2251,-1.584,-0.2834,0.44,-0.2811,-0.7365,-0.1877,-1.8799,-0.5117,-0.7366,-1.4501,-1.3044,-0.9590000000000001,-1.1298,-1.085,-1.443,-0.8986,-0.6468,-0.2223,-0.9044,-0.4243,-1.1362,0.6267,-1.1241,-0.9535,-0.629,-1.2612,-1.0534,-1.0635,-0.8721,-1.2623,-0.672,-0.4714,-0.9924,0.4177,-0.9987,-1.2196,-1.3076,-0.9247,-0.1189,-0.3549
SERPINE1,0.7871,-1.5823,-1.7187,-3.3086,-1.7494,-1.2722,-2.7673,0.3038,-0.8868,-1.1365,-1.5976,-2.0975,-1.3682,-0.8599,-0.2822,-3.4343,-1.5977,-2.2069,-0.9279,-1.0208,-3.052,-1.0771,-1.6891,-1.8183,-0.3898,-1.9245,-1.261,-0.7663,-1.2976,-1.7904,-1.9194,-2.166,-1.5649,-2.089,-1.9256,-0.5479,-2.4389,-1.4589,-2.1645,-2.0613,-1.8661,-1.2414,-1.3044,-2.1316,-1.1652,-1.0192,-2.556,-2.5001,-0.9778,-0.6456,-1.3084,-1.4895,-2.0395,-1.2446,-2.5101,-1.9282,-1.6198,-1.5688,-1.6311,-2.2516,-1.8578,-2.6,-1.6806,-0.7882,-2.1806,-1.7701,-0.0562,-1.6301,-0.4369,-1.147,-1.5993,-2.2081,-1.3392,-0.5422,-1.8562,-2.6449,-2.3306,-3.1184,-3.1405,-1.9111,-3.0718,-2.0479,-2.0265,-2.4987,-2.4487,-0.3932,0.4501,-1.4715,-0.2001,-1.5035,-2.6378,-2.0059,-0.5354,-2.3669,-2.7465,-2.4053,-2.5011,-2.6777,-0.3792,-1.4492,-1.9280000000000002,-1.2209,-1.4258,-2.3872,-2.7936,-2.2017,-2.2133,-2.4208,-1.8809,-2.6026,-1.3507,-2.4394,-2.2461,-2.4204,-1.9224,-1.9872,-2.2947,-1.5894,-2.9068,-1.2135,-1.8054,-1.9761,-2.5456,1.2034,-0.9396,-3.5961,-1.1372
CTBP2,1.5091,1.5386,1.1269,0.4764,1.2069,1.1289,1.7409,0.8235,1.4173,0.8276,1.5844,1.1993,0.9041,0.3023,-0.1522,1.1373,1.5773,1.1089,1.5627,0.7492,1.6126,1.5490000000000002,0.8828,1.4696,1.0273,1.0638,1.3516,1.9178,1.3579,0.5502,1.6526,0.4133,1.1395,1.6353,1.0436,1.0128,1.4816,1.1557,0.9940000000000001,1.7417,1.713,0.6803,0.7538,1.6761,0.7109,1.5284,2.129,2.41,1.6977,1.1569,1.4843,1.3482,1.6332,2.1079,0.9115,1.2584,1.8042,1.4106,0.7618,2.0584,0.9563,2.0244,1.9591,0.4517,0.6629,1.4491,0.7566,0.7134,0.9276,1.0187,1.1540000000000001,1.0307,0.8094,1.9975,1.0939,1.7031,1.6641,2.6929,1.7789,1.9443,0.1427,1.2435,1.4458,0.9105,1.4996,1.9233,1.8033,1.4008,1.4924,0.2897,0.8503,1.1989,1.3073,1.3537,1.8228,1.6312,1.6984,0.9433,1.6596,1.9724,1.4495,0.7003,1.6351,1.5937,0.9551,0.9144,1.484,1.5641,2.0679,0.62,2.7987,0.6497,-0.4153,2.0475,1.7862,1.8943,2.1935,1.6706,0.522,0.9459,1.3928,1.334,1.7890000000000001,1.0468,1.1415,0.7649,2.046
RAD51,-1.9051666666999998,-0.7103333000000001,-1.8671666666666697,-0.231,-1.0759999999999998,-0.8963333333333342,-1.85433333333333,-0.08616667,-1.351,-0.3675,-1.0725,-0.8998333000000001,-1.365833,-1.8748330000000002,0.176833333333333,-2.103333,0.345166666666667,-0.41983329999999996,-1.2975,-1.2075,-2.2375,0.1685,-0.848833333333333,-1.5308329999999999,-0.18966666666666698,-1.8805,-0.5091666667,-0.956,-0.571166666666667,-0.37616669999999996,-2.56,-1.6706666666666699,-1.2665,-1.24766666666667,-1.6936666666666698,-0.6741666999999999,-2.3280000000000003,-1.68616666666667,-0.578833333333333,-1.8855,-1.5058333333333302,-0.978833333333333,-1.9571666666666698,-0.7301667,-2.0853330000000003,-1.8618333333333301,-1.0905,-1.4268333333,-2.142667,-0.778333333333333,0.1275,-0.628333333333333,-1.568333,-1.7156666666999998,-1.9609999999999999,-1.5693333333333301,-0.7223333332999999,-1.082833,-1.7976666666999999,-0.0365,-1.7026666666666699,-1.2675,-1.4351666666666698,-2.537667,-1.434333,-1.12933333333333,-0.41600000000000004,-2.9116666667,-1.4503333333000001,-0.5293333,-1.5730000000000002,-0.5388333000000001,-0.603166666666667,-0.49533333329999996,0.45666670000000004,-0.5621666999999999,-1.6838333333333302,-1.6469999999999998,-1.3893333333333302,-0.8420000000000001,-0.4988333333333329,-1.6743333333333301,-1.8645,-0.1383333,-1.3880000000000001,-1.29933333333333,-0.9733333000000001,-1.0811666667,-2.33283333333333,-1.2985,-1.020833,-1.92883333333333,-1.229,-0.2223333,-0.634666666666667,-0.6679999999999999,-1.0505,-1.537167,-0.7298333,-2.5415,-1.25333333333333,-0.5323333333333329,-1.4131666666999998,-1.8575,-1.016667,-0.266166666666667,-1.1895,-0.5515,-0.263,-0.31583333329999996,-0.595,0.821666666666667,-2.554667,-0.7086666667,-0.6858333333,-0.4876666666666671,-1.7431666666999999,-1.474,-1.326167,-2.95116666666667,-1.4053333333000002,0.0318333333333333,-0.6475,-1.205,-1.224,-0.08483333,-1.1215
CCND2,-2.1950714286,-2.3004290000000003,-2.27764285714286,-2.9856428571428597,-2.3210714285714302,-2.8501428571428598,-2.306,-2.620786,-0.8145,-3.1392860000000002,-1.3335,-2.737357,-1.669357,-2.637429,-2.6865714285714306,-3.820857,-2.32835714285714,-3.686357,-1.19471428571429,-1.9467860000000001,-3.324643,-2.7101428571428596,-2.7799285714285698,-2.606143,-1.8159285714285702,-2.2957142857,-2.4121428571,-2.3372142857142904,-1.98271428571429,-2.312786,-1.9829290000000002,-1.5075,-1.7434285714,-2.18642857142857,-1.5895,-0.9312857,-2.633,-1.3575714285714298,-2.36235714285714,-1.8360714286000002,-2.56542857142857,-2.15342857142857,-1.52314285714286,-2.179786,-2.331214,-2.61021428571429,-2.812857,-2.7341428570999997,-1.151357,-2.42764285714286,-2.220642857,-2.7489285714285696,-1.9526430000000001,-1.7699285714,-2.36957142857143,-2.4419999999999997,-2.7539285714,-2.6167860000000003,-1.0813571429,-2.376,-2.68228571428571,-3.4837857143,-2.8758571428571402,-0.14335710000000002,-2.7195709999999997,-2.89821428571428,-2.15028571428571,-3.1797857143,-2.0921428571000003,-2.1765,-0.8974286,-2.547857,-2.574,-2.7128571429000004,-2.665714,-2.641786,-0.32299999999999995,-3.256214,-4.092428571428569,-2.29007142857143,-4.58464285714286,-2.9820714285714303,-1.936857,-3.776571,-1.965786,-1.6695,-1.929571,-2.1078571429,-0.8635714285714279,-1.61764285714286,-1.292643,-1.55978571428571,-2.08478571428571,-2.895929,-3.1875,-3.2955,-3.1414285714285697,-3.267643,-1.731643,-2.1985,-3.2085,-2.66857142857143,-1.8177142857,-2.5235714285714304,-2.7430000000000003,-1.6790714285714299,-3.1705,-1.8262142856999999,-2.38728571428571,-1.9124285713999998,-3.0183571428571403,-3.7545714285714302,-1.939429,-2.6990714286,-2.1221428571,-2.61035714285714,-2.4351428571000002,-3.0297857142857096,-2.908071,-3.5184285714285695,-2.8014285714,-2.35985714285714,-2.47621428571429,-1.7477857142857098,-1.4517142856999998,-3.558786,-3.5381428571428595
INHBC,0.1604166667,0.15266670000000002,0.18491666666666698,0.318083333333333,0.28625,0.251666666666667,-0.0072499999999999796,0.20616669999999998,0.3246667,0.4361667,0.15741666666666698,0.16575,0.0835,0.2608333,-0.0211666666666667,0.0835,0.17716666666666697,0.1705833,0.18025,0.14733329999999997,0.27625,0.6283636363636359,0.0328333333333333,0.0016666670000000001,0.4075833333333329,0.3375,0.31933333329999997,-0.02,0.0475000000000001,0.09108333,0.12491669999999999,0.0493333333333333,0.2963333333,0.37675,0.11941666666666699,0.1535,-0.3595,0.0449166666666667,0.132333333333333,0.266,0.44675,-0.0556666666666666,0.21691666666666698,0.42016670000000006,0.18908329999999998,0.0488333333333333,0.12483330000000001,-0.1033333333,-0.04266667,0.162083333333333,0.27225,0.18583333333333302,0.2739167,0.30175,0.22483333333333302,0.29716666666666697,0.17508333329999998,0.04616667,0.2669166667,0.33125,0.336,0.24083333329999998,0.370181818181818,0.22125,0.07591667,-0.0349166666666666,0.45375,0.28708333329999997,-0.0044166666999999995,0.15033329999999998,0.04366667,-0.1275,0.0331666666666667,0.1529166667,0.1796667,0.03666667,-0.11575,0.23841669999999998,-0.009999999999999959,0.155583333333333,0.02425,0.077,0.09025,0.14733329999999997,0.05290909,0.0578333333333333,0.06508333,0.1319166667,-0.71075,0.120833333333333,0.1585,-0.12025,0.0505,0.16625,-0.0313333333333333,0.5385,0.15741666666666698,-0.1675833,0.111,0.0654166666666667,0.436,0.0441666666666667,0.27025,0.2195,0.11633330000000001,-0.0186666666666667,0.147,0.3588333333,0.0611666666666666,0.31066666670000004,0.26433333333333303,0.05725,0.1728333,-0.016,0.2114166667,0.05425,0.13,0.29858333333333303,0.2945833,0.336,0.1110833333,0.0668333333333334,0.125416666666667,-0.132545454545455,0.0119166667,0.027999999999999997,-0.0658333333333333
PRKCG,0.0335,0.0525,-0.2675,-0.0545,0.0715,-0.033,-1.0905,0.2715,0.633,0.1585,-0.151,-0.2575,0.001,0.031,-1.1715,0.225,-0.0465,0.297,-0.035,0.529,0.7305,0.0235,0.2135,-0.4105,0.1025,0.6065,0.08,0.3305,0.086,0.35600000000000004,-0.094,0.1795,0.4095,-0.092,0.47,-0.2195,-1.069,0.244,-0.107,-0.1935,0.2875,0.6745,-0.161,0.569,-0.1325,0.0495,-0.207,-0.0825,-0.41,-0.1305,0.297,-0.4605,0.4075,0.29100000000000004,0.2555,-0.0695,-0.0615,-0.405,0.1715,0.7759999999999999,-0.013000000000000001,0.3505,-0.00749999999999998,0.3895,0.3235,-0.382,0.245,-0.146,0.2145,0.271,0.1115,0.3035,0.1245,-0.2575,0.147,0.22,-0.1025,0.4425,0.0865,0.1045,0.11699999999999999,0.53,-0.4055,0.179,0.0625,-0.4455,-0.28600000000000003,0.0665,0.46,0.2405,-0.0665,0.1825,-0.105,0.28600000000000003,0.264,0.1765,0.8009999999999999,-0.057999999999999996,0.14,0.3555,0.77,0.0885,0.2715,-0.922,0.1065,-0.204,0.0155,0.2215,0.4155,0.4615,0.4475,0.2505,-0.08199999999999999,-0.085,0.1975,0.00900000000000001,0.06,0.215,-0.1505,0.313,0.3845,0.377,-0.9515,-0.095,0.2915,0.37200000000000005,-0.0305
CCNB1,-1.8665,-1.3615,-1.74075,-0.373,-1.124,-1.8545,-2.85575,-0.6995,-1.5065,-0.75075,-1.1555,-0.722,-1.03275,-0.64025,-1.27175,-2.6815,-1.1765,-0.7859999999999999,-2.185,-1.66625,-1.40625,-0.24625,-0.486,-2.00675,-1.00225,-1.4265,-1.38825,-1.02625,-2.4045,-1.78975,-1.5215,-1.62125,-1.45875,-1.251,-2.41425,-1.8585,-2.082,-1.21725,-0.9055,-1.761,-1.01725,-1.33875,-1.334,-0.85825,-2.8739999999999997,-1.2185,-1.8865,-0.11325,-2.9219999999999997,-1.4675,-0.0335,-0.47525,-1.004,-2.346,-1.848,-1.89575,-1.5245,-1.53875,-0.84375,-1.46275,-2.13075,-1.903,-1.21625,-2.4565,-0.27975,-1.6625,-1.24875,-1.69925,-1.65925,-0.85725,-2.576,-1.9485,-0.89825,-1.60675,0.00675,-0.597,-2.21425,-1.75475,-2.64725,-2.281,-0.8105,-2.04175,-1.74625,-0.8009999999999999,-2.1095,-2.2435,-0.89475,-0.89125,-2.55925,-1.5390000000000001,-1.8225,-1.91475,-1.162,-0.3515,-1.70125,-0.77175,-2.0875,-1.52475,-1.2055,-1.83725,-1.1605,-0.434,-1.6615,-2.90425,-0.73275,-2.0515,-2.98875,-0.63975,-0.8225,-1.0665,-1.47725,-1.128,-1.9625,-0.96075,-1.042,-1.7209999999999999,-2.48725,-1.6545,-1.02,-1.712,-2.60725,-1.766,-1.686,-1.0125,-1.12675,-1.20175,-1.705
CCNE1,-1.042875,-2.022875,-1.5885,0.35975,-2.156875,-2.0025,-1.989375,-0.9365,-1.290125,-0.165875,-1.482,-0.43799999999999994,-0.95675,-2.365625,-0.436125,-2.658,-1.01275,-0.8225,-2.532375,-0.238125,-2.027125,-1.656375,-1.401,-2.172625,-1.752875,-1.65975,-1.64925,-1.39625,-1.198375,-1.24025,-1.398375,-1.048875,-1.70825,-0.25575,-2.365875,-1.51925,-1.9409999999999998,-2.010125,-0.56325,-0.913625,-1.62425,-2.1919999999999997,-1.177,-0.55,-2.466125,-2.350125,-1.613125,-1.662375,-1.907875,-1.81425,-1.032125,0.333875,-1.054625,-1.8980000000000001,-1.91225,-2.5315,-0.553625,-1.823625,-0.553625,-0.428875,-2.015625,-1.7565,-1.55325,-1.94325,-1.37775,-1.70175,-1.6935,-3.136875,-2.1585,-1.617625,-1.379125,-2.0885,-0.09825,0.197875,-1.4069999999999998,-2.018125,-1.618625,-1.9715,-2.51375,-1.302875,-1.1135,-0.68825,-2.055875,-2.28475,-0.58625,-2.122375,-0.8495,-1.722,-0.996125,-1.200875,-1.7385,-0.96925,0.328125,-1.69975,-1.211375,-0.16125,-2.43525,-1.248375,-1.556875,-1.819125,-2.18625,-1.1875,-0.912125,-2.524375,-1.53,-2.48525,-1.49,-2.377,-0.73925,-1.12775,-1.16625,-0.30925,-2.27975,-1.71,-2.255375,-1.945375,-1.921875,-1.638125,-2.27325,-1.6465,-1.38,-1.06825,-1.88325,-2.33525,-1.94325,-1.8530000000000002,-1.79475
ATR,-0.76275,-0.4024167,-0.30525,0.0633333333333333,-0.23591666666666697,-0.26891666666666697,0.0114166666666667,-0.05666667,-0.3371667,-0.14375,-0.15075,0.13266670000000003,-0.267,0.35275,-0.3909166666666671,-0.32225,0.11675,0.29175,-1.08866666666667,-0.3890833,0.6780833,-0.75925,0.44799999999999995,-0.03883333,-0.324166666666667,-0.88175,-0.0220833333,0.275416666666667,0.46225,0.4288333,-0.18,-0.11225,-0.43700000000000006,-0.36658333333333293,-0.441,-0.2865,-0.18866666666666698,-0.645583333333333,-0.289,0.17691666670000003,0.337583333333333,0.345833333333333,-0.31291666666666695,0.24100000000000002,-0.81775,-0.4308333333333329,-0.01408333,0.26991666670000003,-0.2880833,0.6616666666666671,-0.08025,-1.6001666666666698,-0.03108333,-0.7939166667,0.0395833333333333,-0.08075,-0.3938333333,-0.3884167,-0.125,-0.2125,-0.3924166666666671,-0.1093333333,-0.0886666666666667,0.3039167,0.2220833,0.648583333333333,-1.03483333333333,-0.5715833333,-0.5710000000000001,-0.3903333,-0.12125,-0.05483333,-0.31741666666666696,-1.5130000000000001,-0.63525,-0.22699999999999998,-0.269583333333333,0.04383333,-0.193666666666667,-0.4710833333333329,0.0544166666666667,0.0923333333333333,-0.41525,-0.4078333,0.4680833,-0.520666666666667,-0.09708333,-0.2725833333,-0.658083333333333,-0.7759999999999999,0.3221667,-0.865833333333333,-0.49458333333333293,0.3710833,-0.16966666666666697,-0.0588333333333333,-0.0106666666666667,0.1953333,-0.3845,-0.0596666666666667,-0.46,0.144666666666667,-0.5378333332999999,-0.350416666666667,0.009333333000000001,-0.22266666666666698,-0.0619166666666667,-0.33091666670000003,-0.57975,0.4793333333,0.47475,-0.1065,-0.19283329999999999,-0.0176666667,-0.316,0.20375,-0.3790833333,-0.43075,-0.2569167,-0.09325,-0.6761666667,-0.326,0.11991666666666699,-0.273666666666667,-0.5321666667,-0.27875,-0.24583333333333302
SHH,-0.001,-0.721,-0.1605,-0.079,-0.355,-0.773,-0.457,-0.2605,0.3055,-0.344,-0.2115,-0.106,-0.165,0.0965,0.1845,-0.4905,-0.5165,-0.25,0.0295,-0.767,0.11199999999999999,-0.4,0.039,-0.245,0.2905,0.8095,-0.7745,-0.3155,0.0205,-0.442,0.2175,-0.126,0.265,-1.112,0.2835,-0.046,-0.752,-0.742,-0.1805,-0.3145,0.182,-0.4285,-0.2,-0.466,-0.306,-0.7965,-0.266,-0.0445,-0.32,-0.0125,-0.0785,0.1695,-0.315,-0.07,-0.1205,-2.075,-0.187,-0.5935,-0.3945,0.1655,-0.371,-0.3005,-0.212,-0.3235,-0.17300000000000001,0.528,0.594,0.0455,-0.282,0.063,-0.12300000000000001,0.094,0.5785,-0.2585,0.354,0.27899999999999997,0.0865,-0.1035,-0.512,-0.327,-0.47700000000000004,-0.1495,0.1105,0.0875,-0.8265,0.307,-0.179,-0.0845,-0.25,-0.449,-0.40700000000000003,-0.171,-0.3665,-0.055,-0.5795,0.374,-0.247,-0.249,-0.2475,-0.0605,-0.47100000000000003,-0.5205,-0.057,0.1715,0.0025,0.136,0.7015,-0.3205,-0.1485,-0.0655,-0.08,-0.8745,-0.1555,-0.061,-0.0885,-0.405,0.2295,0.2175,-0.1115,-1.131,-0.11900000000000001,-0.0635,-0.1115,0.1235,-0.264,-0.1365,-0.243
NCSTN,0.9855,0.6625,1.538,1.32,0.5525,0.7165,0.988,0.8785,1.0245,0.7605,1.0285,1.4575,0.9155,0.4005,1.1079999999999999,1.004,0.4715,1.246,0.688,0.4695,1.1645,0.514,1.3255,1.205,1.225,1.56,0.5815,1.6680000000000001,0.512,0.528,1.51,0.677,0.534,1.115,1.2205,0.879,0.9775,0.252,0.7975,0.3765,0.894,0.204,1.732,0.39,1.1740000000000002,1.1365,1.714,0.4905,0.9425,0.5485,0.6920000000000001,0.8535,0.7385,0.8225,1.819,1.764,0.4075,1.4175,1.249,0.816,0.647,1.107,0.8855,0.8895,0.4875,1.1215,1.1675,1.704,0.5825,0.5455,0.5175,0.2655,0.616,0.9279999999999999,1.055,1.6975,1.3105,1.4005,0.7095,0.9490000000000001,1.042,0.904,1.874,1.1205,0.9875,0.7395,0.9445,1.7095,0.5615,1.093,0.368,0.7495,0.764,0.4515,1.6380000000000001,1.6875,0.7809999999999999,1.158,1.632,1.7475,1.4495,0.7255,1.685,0.623,1.6755,-0.1975,1.056,1.135,1.3645,1.35,1.093,-0.256,0.8325,1.48,1.021,0.7595,1.0405,1.9715,0.5670000000000001,1.2395,0.303,0.872,1.1325,1.3105,1.1315,0.7985,0.6985
